ticket_id,department,category,priority,status,open_date,resolution_days,agent_id,satisfaction_score,resolution_date,sla_target_days,sla_met
TKT_00265,HR,Hardware,Low,Resolved,2026-02-04,10.0,AGT_030,,2026-02-14,14,1
TKT_00266,Finance,Access,Critical,Open,2024-09-18,22.0,AGT_001,3.0,2024-10-10,1,0
TKT_00267,IT,Hardware,Low,Open,2024-11-02,13.0,AGT_029,1.0,2024-11-15,14,1
TKT_00268,IT,Access,High,Resolved,2024-09-29,18.0,AGT_038,3.0,2024-10-17,3,0
TKT_00269,Finance,Access,Critical,Resolved,2025-10-27,,AGT_025,5.0,,1,0
TKT_00270,IT,Network,Critical,Resolved,2024-06-26,13.0,AGT_043,5.0,2024-07-09,1,0
TKT_00271,Facilities,Maintenance,Low,Resolved,2025-03-13,29.0,AGT_002,,2025-04-11,14,0
TKT_00272,Operations,Maintenance,Medium,Resolved,2026-02-25,,AGT_044,4.0,,7,0
TKT_00273,IT,Software,Low,Resolved,2026-03-16,13.0,AGT_026,5.0,2026-03-29,14,1
TKT_00274,Finance,Hardware,Critical,Escalated,2025-11-18,1.0,AGT_006,5.0,2025-11-19,1,1
TKT_00275,Facilities,Hardware,Critical,Escalated,2025-12-22,7.0,AGT_043,2.0,2025-12-29,1,0
TKT_00276,Operations,Onboarding,High,Resolved,2025-09-21,19.0,AGT_028,5.0,2025-10-10,3,0
TKT_00277,HR,Payroll,Critical,Resolved,2026-01-31,11.0,AGT_038,,2026-02-11,1,0
TKT_00278,IT,Payroll,High,Resolved,2024-12-12,15.0,AGT_018,5.0,2024-12-27,3,0
TKT_00279,Finance,Software,Low,Escalated,2024-08-28,17.0,AGT_008,,2024-09-14,14,0
TKT_00280,HR,Software,Medium,Resolved,2025-01-30,29.0,AGT_014,5.0,2025-02-28,7,0
TKT_00281,Facilities,Onboarding,Critical,Resolved,2025-05-23,24.0,AGT_049,,2025-06-16,1,0
TKT_00282,IT,Network,Medium,Escalated,2024-12-02,,AGT_024,5.0,,7,0
TKT_00283,IT,Maintenance,Low,Resolved,2025-05-14,,AGT_007,4.0,,14,0
TKT_00284,Finance,Software,Medium,Escalated,2024-08-01,21.0,AGT_011,,2024-08-22,7,0
TKT_00285,Facilities,Software,High,Resolved,2026-05-30,3.0,AGT_035,1.0,2026-06-02,3,1
TKT_00286,Facilities,Software,Medium,Escalated,2024-11-21,25.0,AGT_017,1.0,2024-12-16,7,0
TKT_00287,HR,Onboarding,High,Resolved,2024-09-16,10.0,AGT_036,,2024-09-26,3,0
TKT_00288,IT,Software,Medium,Escalated,2024-11-22,7.0,AGT_014,4.0,2024-11-29,7,1
TKT_00289,Operations,Access,High,Resolved,2025-04-10,,AGT_025,2.0,,3,0
TKT_00290,Finance,Hardware,High,Resolved,2024-08-29,,AGT_039,2.0,,3,0
TKT_00291,Facilities,Hardware,Low,Resolved,2024-06-21,20.0,AGT_021,4.0,2024-07-11,14,0
TKT_00292,HR,Access,Critical,Escalated,2026-02-15,3.0,AGT_050,5.0,2026-02-18,1,0
TKT_00293,IT,Software,Low,Resolved,2025-08-17,29.0,AGT_024,5.0,2025-09-15,14,0
TKT_00294,Operations,Onboarding,Low,Open,2025-12-23,7.0,AGT_038,1.0,2025-12-30,14,1
TKT_00295,HR,Maintenance,Low,Open,2024-10-07,13.0,AGT_024,4.0,2024-10-20,14,1
TKT_00296,Operations,Software,High,Escalated,2025-09-29,8.0,AGT_035,5.0,2025-10-07,3,0
TKT_00297,Finance,Software,Low,Escalated,2024-10-20,,AGT_011,3.0,,14,0
TKT_00298,IT,Network,Critical,Resolved,2026-03-12,29.0,AGT_032,,2026-04-10,1,0
TKT_00299,IT,Software,Low,Resolved,2024-10-25,25.0,AGT_030,,2024-11-19,14,0
TKT_00300,Facilities,Hardware,Low,Escalated,2024-08-05,25.0,AGT_048,,2024-08-30,14,0
TKT_00301,Facilities,Access,Critical,Open,2026-01-07,6.0,AGT_004,1.0,2026-01-13,1,0
TKT_00302,HR,Payroll,Low,Resolved,2025-11-19,23.0,AGT_045,,2025-12-12,14,0
TKT_00303,Facilities,Software,Critical,Resolved,2024-12-23,2.0,AGT_027,2.0,2024-12-25,1,0
TKT_00304,Finance,Network,Critical,Open,2026-02-15,30.0,AGT_038,2.0,2026-03-17,1,0
TKT_00305,IT,Hardware,Low,Resolved,2024-06-04,15.0,AGT_040,4.0,2024-06-19,14,0
TKT_00306,Operations,Hardware,High,Resolved,2024-09-17,,AGT_009,,,3,0
TKT_00307,Finance,Network,Medium,Open,2026-05-02,17.0,AGT_009,5.0,2026-05-19,7,0
TKT_00308,Finance,Network,Low,Resolved,2026-05-27,20.0,AGT_027,5.0,2026-06-16,14,0
TKT_00309,Operations,Maintenance,Critical,Resolved,2026-02-21,25.0,AGT_039,3.0,2026-03-18,1,0
TKT_00310,Facilities,Onboarding,Critical,Resolved,2025-11-27,20.0,AGT_043,2.0,2025-12-17,1,0
TKT_00311,HR,Hardware,Low,Resolved,2025-05-15,29.0,AGT_008,1.0,2025-06-13,14,0
TKT_00312,IT,Onboarding,Low,Resolved,2025-04-27,27.0,AGT_024,,2025-05-24,14,0
TKT_00313,IT,Hardware,Critical,Resolved,2025-06-01,15.0,AGT_025,4.0,2025-06-16,1,0
TKT_00314,Facilities,Hardware,High,Open,2024-10-18,24.0,AGT_037,2.0,2024-11-11,3,0
TKT_00315,IT,Onboarding,Low,Resolved,2025-09-11,15.0,AGT_044,3.0,2025-09-26,14,0
TKT_00316,Finance,Software,High,Open,2025-09-16,8.0,AGT_043,,2025-09-24,3,0
TKT_00317,HR,Access,Medium,Open,2025-04-28,9.0,AGT_017,2.0,2025-05-07,7,0
TKT_00318,HR,Maintenance,Medium,Open,2024-08-25,17.0,AGT_039,2.0,2024-09-11,7,0
TKT_00319,HR,Access,Critical,Open,2025-03-24,8.0,AGT_002,,2025-04-01,1,0
TKT_00320,HR,Software,High,Resolved,2026-05-06,3.0,AGT_028,3.0,2026-05-09,3,1
TKT_00321,IT,Software,Critical,Open,2025-10-24,8.0,AGT_002,,2025-11-01,1,0
TKT_00322,HR,Maintenance,Critical,Resolved,2024-10-02,11.0,AGT_034,,2024-10-13,1,0
TKT_00323,HR,Hardware,Critical,Resolved,2026-04-23,3.0,AGT_042,2.0,2026-04-26,1,0
TKT_00324,HR,Software,Medium,Resolved,2025-10-10,,AGT_012,4.0,,7,0
TKT_00325,HR,Software,High,Resolved,2024-06-05,23.0,AGT_032,3.0,2024-06-28,3,0
TKT_00326,HR,Network,Critical,Escalated,2025-01-01,,AGT_028,4.0,,1,0
TKT_00327,Finance,Software,Low,Resolved,2025-06-24,14.0,AGT_008,,2025-07-08,14,1
TKT_00328,Operations,Access,Low,Open,2026-05-14,18.0,AGT_002,1.0,2026-06-01,14,0
TKT_00329,IT,Software,High,Resolved,2024-06-02,2.0,AGT_001,5.0,2024-06-04,3,1
TKT_00330,Operations,Maintenance,Low,Resolved,2025-04-25,14.0,AGT_011,4.0,2025-05-09,14,1
TKT_00331,HR,Payroll,Low,Escalated,2024-10-30,25.0,AGT_046,,2024-11-24,14,0
TKT_00332,Facilities,Hardware,Low,Resolved,2025-10-19,23.0,AGT_015,,2025-11-11,14,0
TKT_00333,HR,Onboarding,Low,Resolved,2025-05-07,,AGT_023,4.0,,14,0
TKT_00334,IT,Software,Low,Resolved,2025-09-16,19.0,AGT_005,3.0,2025-10-05,14,0
TKT_00335,IT,Software,Critical,Resolved,2024-12-30,1.0,AGT_043,4.0,2024-12-31,1,1
TKT_00336,HR,Software,Low,Escalated,2025-11-09,10.0,AGT_009,,2025-11-19,14,1
TKT_00337,Finance,Network,Low,Resolved,2025-06-24,28.0,AGT_002,1.0,2025-07-22,14,0
TKT_00338,Finance,Maintenance,Critical,Open,2024-07-09,27.0,AGT_040,5.0,2024-08-05,1,0
TKT_00339,Operations,Access,High,Resolved,2024-11-11,24.0,AGT_049,,2024-12-05,3,0
TKT_00340,HR,Access,Low,Resolved,2025-08-07,26.0,AGT_017,5.0,2025-09-02,14,0
TKT_00341,IT,Onboarding,Medium,Resolved,2024-10-16,8.0,AGT_024,5.0,2024-10-24,7,0
TKT_00342,HR,Onboarding,Low,Resolved,2025-02-08,9.0,AGT_038,1.0,2025-02-17,14,1
TKT_00343,Operations,Payroll,High,Resolved,2025-02-16,1.0,AGT_046,3.0,2025-02-17,3,1
TKT_00344,Operations,Network,Low,Resolved,2025-07-12,22.0,AGT_050,4.0,2025-08-03,14,0
TKT_00345,IT,Access,Medium,Open,2026-03-24,13.0,AGT_025,5.0,2026-04-06,7,0
TKT_00346,HR,Access,High,Open,2025-02-25,27.0,AGT_038,,2025-03-24,3,0
TKT_00347,Finance,Software,High,Escalated,2026-01-19,5.0,AGT_008,,2026-01-24,3,0
TKT_00348,IT,Software,Critical,Resolved,2025-01-24,18.0,AGT_022,2.0,2025-02-11,1,0
TKT_00349,Facilities,Access,Medium,Open,2025-10-06,,AGT_050,1.0,,7,0
TKT_00350,HR,Software,Medium,Resolved,2025-09-20,19.0,AGT_031,5.0,2025-10-09,7,0
TKT_00351,Operations,Maintenance,Medium,Resolved,2025-08-29,3.0,AGT_014,,2025-09-01,7,1
TKT_00352,IT,Payroll,Low,Open,2025-07-22,5.0,AGT_046,5.0,2025-07-27,14,1
TKT_00353,IT,Access,Low,Escalated,2025-01-04,6.0,AGT_017,1.0,2025-01-10,14,1
TKT_00354,HR,Onboarding,Low,Resolved,2025-01-23,,AGT_039,1.0,,14,0
TKT_00355,HR,Onboarding,Medium,Resolved,2024-10-10,7.0,AGT_017,,2024-10-17,7,1
TKT_00356,IT,Access,Critical,Open,2026-01-22,11.0,AGT_013,4.0,2026-02-02,1,0
TKT_00357,HR,Maintenance,High,Resolved,2025-04-15,13.0,AGT_036,1.0,2025-04-28,3,0
TKT_00358,Operations,Payroll,Critical,Escalated,2024-07-07,27.0,AGT_023,5.0,2024-08-03,1,0
TKT_00359,IT,Payroll,High,Escalated,2025-12-14,27.0,AGT_041,2.0,2026-01-10,3,0
TKT_00360,Operations,Onboarding,Critical,Resolved,2024-06-15,,AGT_043,2.0,,1,0
TKT_00361,HR,Hardware,High,Resolved,2025-05-29,,AGT_028,3.0,,3,0
TKT_00362,HR,Software,Medium,Resolved,2026-04-26,12.0,AGT_013,,2026-05-08,7,0
TKT_00363,Finance,Access,Critical,Resolved,2025-04-09,3.0,AGT_014,1.0,2025-04-12,1,0
TKT_00364,Facilities,Maintenance,High,Resolved,2025-09-09,21.0,AGT_031,,2025-09-30,3,0
TKT_00365,Facilities,Maintenance,Critical,Escalated,2025-04-08,,AGT_023,,,1,0
TKT_00366,Facilities,Payroll,High,Resolved,2024-07-04,,AGT_037,5.0,,3,0
TKT_00367,Facilities,Payroll,High,Resolved,2024-07-15,27.0,AGT_033,,2024-08-11,3,0
TKT_00368,Facilities,Software,Medium,Open,2024-06-28,,AGT_045,,,7,0
TKT_00369,Finance,Access,High,Resolved,2024-08-02,,AGT_047,2.0,,3,0
TKT_00370,Operations,Software,Medium,Resolved,2026-03-14,,AGT_018,,,7,0
TKT_00371,HR,Network,Critical,Open,2026-02-28,19.0,AGT_038,3.0,2026-03-19,1,0
TKT_00372,Facilities,Hardware,High,Resolved,2026-03-07,15.0,AGT_045,3.0,2026-03-22,3,0
TKT_00373,Facilities,Network,Medium,Resolved,2025-07-03,25.0,AGT_006,,2025-07-28,7,0
TKT_00374,Facilities,Onboarding,Low,Open,2025-05-16,20.0,AGT_016,3.0,2025-06-05,14,0
TKT_00375,HR,Maintenance,High,Resolved,2025-09-03,24.0,AGT_047,4.0,2025-09-27,3,0
TKT_00376,Operations,Access,Low,Resolved,2024-09-18,25.0,AGT_035,4.0,2024-10-13,14,0
TKT_00377,Operations,Software,Critical,Resolved,2025-12-19,10.0,AGT_048,4.0,2025-12-29,1,0
TKT_00378,HR,Payroll,High,Open,2025-11-05,,AGT_031,2.0,,3,0
TKT_00379,Facilities,Onboarding,Low,Escalated,2025-05-20,,AGT_046,,,14,0
TKT_00380,Operations,Payroll,High,Resolved,2026-02-21,22.0,AGT_034,4.0,2026-03-15,3,0
TKT_00381,Finance,Network,Medium,Open,2025-07-05,13.0,AGT_032,1.0,2025-07-18,7,0
TKT_00382,Finance,Network,Critical,Resolved,2025-11-11,23.0,AGT_001,1.0,2025-12-04,1,0
TKT_00383,Finance,Payroll,High,Resolved,2025-06-03,,AGT_008,4.0,,3,0
TKT_00384,Facilities,Network,Low,Resolved,2024-08-18,27.0,AGT_036,4.0,2024-09-14,14,0
TKT_00385,HR,Onboarding,High,Resolved,2025-12-17,4.0,AGT_034,5.0,2025-12-21,3,0
TKT_00386,IT,Onboarding,Low,Resolved,2024-06-10,10.0,AGT_006,2.0,2024-06-20,14,1
TKT_00387,HR,Software,Medium,Open,2025-06-23,20.0,AGT_041,4.0,2025-07-13,7,0
TKT_00388,Operations,Access,Medium,Resolved,2025-10-15,26.0,AGT_043,,2025-11-10,7,0
TKT_00389,Finance,Network,Critical,Resolved,2026-04-05,26.0,AGT_045,5.0,2026-05-01,1,0
TKT_00390,Operations,Maintenance,Medium,Escalated,2025-12-01,,AGT_046,2.0,,7,0
TKT_00391,Facilities,Maintenance,Critical,Escalated,2024-11-29,22.0,AGT_044,,2024-12-21,1,0
TKT_00392,Operations,Network,Critical,Resolved,2024-10-02,17.0,AGT_006,5.0,2024-10-19,1,0
TKT_00393,IT,Network,Critical,Resolved,2024-10-21,1.0,AGT_008,,2024-10-22,1,1
TKT_00394,Facilities,Access,Critical,Resolved,2025-10-21,27.0,AGT_047,5.0,2025-11-17,1,0
TKT_00395,IT,Software,Critical,Open,2025-03-29,14.0,AGT_015,2.0,2025-04-12,1,0
TKT_00396,HR,Maintenance,Low,Open,2024-07-15,21.0,AGT_015,5.0,2024-08-05,14,0
TKT_00397,IT,Payroll,Critical,Escalated,2025-03-02,15.0,AGT_031,4.0,2025-03-17,1,0
TKT_00398,HR,Onboarding,Low,Resolved,2024-09-09,14.0,AGT_040,5.0,2024-09-23,14,1
TKT_00399,Facilities,Software,High,Resolved,2024-06-25,,AGT_021,,,3,0
TKT_00400,IT,Access,High,Resolved,2024-08-01,21.0,AGT_043,1.0,2024-08-22,3,0
TKT_00401,Facilities,Payroll,Critical,Open,2025-05-17,26.0,AGT_011,,2025-06-12,1,0
TKT_00402,Operations,Onboarding,Low,Resolved,2024-08-25,25.0,AGT_014,,2024-09-19,14,0
TKT_00403,Operations,Onboarding,Critical,Resolved,2024-08-05,14.0,AGT_013,,2024-08-19,1,0
TKT_00404,Facilities,Hardware,High,Escalated,2025-06-08,19.0,AGT_007,3.0,2025-06-27,3,0
TKT_00405,HR,Access,Low,Resolved,2025-07-10,28.0,AGT_018,5.0,2025-08-07,14,0
TKT_00406,IT,Network,High,Open,2025-01-21,30.0,AGT_016,,2025-02-20,3,0
TKT_00407,Facilities,Software,High,Escalated,2025-02-02,,AGT_011,1.0,,3,0
TKT_00408,HR,Payroll,Critical,Escalated,2025-08-09,8.0,AGT_018,,2025-08-17,1,0
TKT_00409,Facilities,Payroll,Low,Resolved,2024-10-19,19.0,AGT_006,4.0,2024-11-07,14,0
TKT_00410,HR,Access,High,Resolved,2025-08-04,13.0,AGT_041,,2025-08-17,3,0
TKT_00411,HR,Onboarding,High,Resolved,2025-11-18,16.0,AGT_029,1.0,2025-12-04,3,0
TKT_00412,HR,Access,Low,Resolved,2026-03-30,6.0,AGT_001,2.0,2026-04-05,14,1
TKT_00413,IT,Maintenance,Low,Resolved,2024-08-22,12.0,AGT_043,2.0,2024-09-03,14,1
TKT_00414,Facilities,Onboarding,Medium,Escalated,2025-03-11,11.0,AGT_030,5.0,2025-03-22,7,0
TKT_00415,Facilities,Hardware,High,Resolved,2025-09-15,20.0,AGT_049,3.0,2025-10-05,3,0
TKT_00416,Facilities,Access,Critical,Escalated,2026-03-06,9.0,AGT_049,,2026-03-15,1,0
TKT_00417,IT,Payroll,Medium,Escalated,2026-01-22,17.0,AGT_007,5.0,2026-02-08,7,0
TKT_00418,HR,Onboarding,High,Open,2025-10-14,3.0,AGT_010,,2025-10-17,3,1
TKT_00419,Facilities,Payroll,Low,Escalated,2025-03-07,14.0,AGT_032,3.0,2025-03-21,14,1
TKT_00420,Facilities,Software,High,Resolved,2024-06-05,25.0,AGT_033,,2024-06-30,3,0
TKT_00421,IT,Access,Critical,Resolved,2026-04-30,16.0,AGT_032,2.0,2026-05-16,1,0
TKT_00422,Finance,Onboarding,High,Resolved,2025-10-29,16.0,AGT_050,2.0,2025-11-14,3,0
TKT_00423,Facilities,Software,High,Open,2025-03-12,1.0,AGT_039,,2025-03-13,3,1
TKT_00424,Facilities,Onboarding,High,Resolved,2025-07-21,,AGT_027,,,3,0
TKT_00425,IT,Network,Low,Open,2026-02-01,23.0,AGT_016,,2026-02-24,14,0
TKT_00426,Finance,Maintenance,Critical,Escalated,2024-12-04,22.0,AGT_016,1.0,2024-12-26,1,0
TKT_00427,Finance,Hardware,Medium,Resolved,2026-01-03,16.0,AGT_048,5.0,2026-01-19,7,0
TKT_00428,Finance,Maintenance,Medium,Open,2025-06-21,12.0,AGT_033,1.0,2025-07-03,7,0
TKT_00429,Facilities,Payroll,High,Resolved,2025-02-05,24.0,AGT_032,,2025-03-01,3,0
TKT_00430,HR,Payroll,High,Resolved,2024-08-17,12.0,AGT_049,5.0,2024-08-29,3,0
TKT_00431,HR,Access,Medium,Resolved,2025-12-03,9.0,AGT_040,4.0,2025-12-12,7,0
TKT_00432,IT,Hardware,High,Resolved,2025-08-19,8.0,AGT_042,4.0,2025-08-27,3,0
TKT_00433,Operations,Access,Medium,Resolved,2026-05-11,,AGT_003,1.0,,7,0
TKT_00434,Operations,Payroll,Critical,Resolved,2026-01-03,,AGT_033,,,1,0
TKT_00435,HR,Onboarding,Low,Resolved,2025-07-22,,AGT_047,,,14,0
TKT_00436,HR,Access,Low,Resolved,2024-06-30,25.0,AGT_005,,2024-07-25,14,0
TKT_00437,HR,Software,Low,Resolved,2025-07-09,7.0,AGT_013,1.0,2025-07-16,14,1
TKT_00438,IT,Software,Low,Resolved,2025-05-27,16.0,AGT_044,2.0,2025-06-12,14,0
TKT_00439,Facilities,Payroll,Low,Resolved,2026-01-17,19.0,AGT_012,4.0,2026-02-05,14,0
TKT_00440,HR,Onboarding,High,Open,2026-05-02,17.0,AGT_012,2.0,2026-05-19,3,0
TKT_00441,Facilities,Maintenance,Low,Open,2025-04-21,4.0,AGT_048,5.0,2025-04-25,14,1
TKT_00442,Operations,Network,High,Resolved,2024-11-27,10.0,AGT_004,3.0,2024-12-07,3,0
TKT_00443,IT,Access,Critical,Resolved,2025-02-05,6.0,AGT_033,3.0,2025-02-11,1,0
TKT_00444,Operations,Software,Critical,Escalated,2024-06-05,23.0,AGT_010,1.0,2024-06-28,1,0
TKT_00445,Facilities,Access,High,Resolved,2025-06-08,9.0,AGT_012,4.0,2025-06-17,3,0
TKT_00446,IT,Payroll,Medium,Resolved,2024-09-29,,AGT_004,5.0,,7,0
TKT_00447,Finance,Onboarding,Medium,Resolved,2024-06-20,,AGT_020,1.0,,7,0
TKT_00448,Operations,Access,Low,Open,2024-07-24,5.0,AGT_019,3.0,2024-07-29,14,1
TKT_00449,HR,Onboarding,Medium,Open,2025-03-16,25.0,AGT_034,,2025-04-10,7,0
TKT_00450,Finance,Payroll,High,Resolved,2025-01-09,28.0,AGT_019,,2025-02-06,3,0
TKT_00451,Finance,Payroll,Critical,Escalated,2025-10-31,,AGT_043,3.0,,1,0
TKT_00452,IT,Network,Low,Escalated,2024-12-15,16.0,AGT_046,4.0,2024-12-31,14,0
TKT_00453,IT,Access,Medium,Resolved,2024-07-20,6.0,AGT_016,5.0,2024-07-26,7,1
TKT_00454,IT,Network,Low,Resolved,2025-10-16,9.0,AGT_021,5.0,2025-10-25,14,1
TKT_00455,IT,Software,Critical,Resolved,2025-07-13,16.0,AGT_008,,2025-07-29,1,0
TKT_00456,IT,Access,Medium,Resolved,2026-05-20,,AGT_039,4.0,,7,0
TKT_00457,IT,Software,High,Resolved,2024-10-11,,AGT_032,3.0,,3,0
TKT_00458,IT,Maintenance,Low,Resolved,2025-10-12,19.0,AGT_033,5.0,2025-10-31,14,0
TKT_00459,Finance,Maintenance,Low,Resolved,2025-11-05,2.0,AGT_050,3.0,2025-11-07,14,1
TKT_00460,HR,Network,Medium,Resolved,2026-02-17,,AGT_050,,,7,0
TKT_00461,Facilities,Network,Medium,Resolved,2025-03-23,10.0,AGT_036,1.0,2025-04-02,7,0
TKT_00462,IT,Network,Critical,Resolved,2025-07-14,,AGT_007,3.0,,1,0
TKT_00463,IT,Payroll,High,Escalated,2024-10-17,18.0,AGT_027,5.0,2024-11-04,3,0
TKT_00464,HR,Software,Medium,Resolved,2024-11-12,20.0,AGT_017,5.0,2024-12-02,7,0
TKT_00465,Operations,Onboarding,High,Open,2024-09-10,20.0,AGT_038,2.0,2024-09-30,3,0
TKT_00466,IT,Network,Critical,Open,2026-05-16,17.0,AGT_023,,2026-06-02,1,0
TKT_00467,Operations,Onboarding,Medium,Resolved,2026-01-21,30.0,AGT_031,3.0,2026-02-20,7,0
TKT_00468,Facilities,Maintenance,Low,Escalated,2025-04-23,28.0,AGT_008,3.0,2025-05-21,14,0
TKT_00469,Finance,Maintenance,High,Resolved,2025-02-19,14.0,AGT_049,,2025-03-05,3,0
TKT_00470,IT,Access,High,Resolved,2025-11-29,20.0,AGT_003,3.0,2025-12-19,3,0
TKT_00471,Facilities,Network,High,Resolved,2024-06-14,,AGT_019,1.0,,3,0
TKT_00472,IT,Software,Medium,Open,2026-03-28,4.0,AGT_010,2.0,2026-04-01,7,1
TKT_00473,HR,Software,Critical,Resolved,2025-05-16,7.0,AGT_043,2.0,2025-05-23,1,0
TKT_00474,Finance,Access,Low,Resolved,2024-07-23,9.0,AGT_022,3.0,2024-08-01,14,1
TKT_00475,Finance,Software,Medium,Escalated,2024-08-06,6.0,AGT_040,5.0,2024-08-12,7,1
TKT_00476,Operations,Network,Low,Resolved,2025-12-26,18.0,AGT_038,3.0,2026-01-13,14,0
TKT_00477,IT,Onboarding,High,Resolved,2025-01-23,,AGT_002,2.0,,3,0
TKT_00478,Facilities,Payroll,Critical,Resolved,2025-11-25,,AGT_001,4.0,,1,0
TKT_00479,Finance,Payroll,High,Resolved,2024-09-03,20.0,AGT_046,5.0,2024-09-23,3,0
TKT_00480,Finance,Maintenance,High,Resolved,2025-12-12,2.0,AGT_041,,2025-12-14,3,1
TKT_00481,Finance,Software,Critical,Resolved,2024-06-08,23.0,AGT_012,,2024-07-01,1,0
TKT_00482,HR,Access,High,Resolved,2026-05-29,28.0,AGT_033,4.0,2026-06-26,3,0
TKT_00483,IT,Hardware,Critical,Resolved,2025-04-26,22.0,AGT_019,,2025-05-18,1,0
TKT_00484,Facilities,Access,Low,Resolved,2025-07-15,9.0,AGT_011,4.0,2025-07-24,14,1
TKT_00485,HR,Payroll,High,Open,2026-02-20,21.0,AGT_009,5.0,2026-03-13,3,0
TKT_00486,Facilities,Hardware,Medium,Resolved,2025-04-04,26.0,AGT_018,,2025-04-30,7,0
TKT_00487,Facilities,Software,Medium,Resolved,2025-06-05,14.0,AGT_049,,2025-06-19,7,0
TKT_00488,Facilities,Network,Critical,Resolved,2025-10-28,,AGT_007,1.0,,1,0
TKT_00489,Operations,Payroll,Low,Escalated,2025-08-22,5.0,AGT_032,5.0,2025-08-27,14,1
TKT_00490,Finance,Onboarding,Critical,Open,2026-03-21,27.0,AGT_003,,2026-04-17,1,0
TKT_00491,Operations,Network,High,Open,2024-08-04,,AGT_046,4.0,,3,0
TKT_00492,Facilities,Network,Critical,Escalated,2025-09-22,,AGT_008,5.0,,1,0
TKT_00493,IT,Payroll,Medium,Resolved,2025-11-12,20.0,AGT_035,1.0,2025-12-02,7,0
TKT_00494,HR,Software,Low,Resolved,2024-09-09,19.0,AGT_050,5.0,2024-09-28,14,0
TKT_00495,HR,Network,High,Escalated,2026-01-06,15.0,AGT_042,1.0,2026-01-21,3,0
TKT_00496,Finance,Network,Critical,Open,2025-08-29,,AGT_015,4.0,,1,0
TKT_00497,Facilities,Maintenance,Low,Resolved,2025-03-11,23.0,AGT_041,2.0,2025-04-03,14,0
TKT_00498,Facilities,Software,Critical,Resolved,2025-12-11,9.0,AGT_007,1.0,2025-12-20,1,0
TKT_00499,IT,Access,Medium,Resolved,2025-07-06,16.0,AGT_016,3.0,2025-07-22,7,0
TKT_00500,Finance,Access,Critical,Open,2026-01-07,20.0,AGT_032,2.0,2026-01-27,1,0
TKT_00501,Operations,Software,High,Resolved,2026-02-08,,AGT_032,3.0,,3,0
TKT_00502,Operations,Network,Low,Resolved,2025-10-30,11.0,AGT_044,3.0,2025-11-10,14,1
TKT_00503,IT,Access,High,Escalated,2025-09-06,1.0,AGT_018,1.0,2025-09-07,3,1
TKT_00504,Facilities,Payroll,High,Escalated,2025-12-05,,AGT_014,2.0,,3,0
TKT_00505,Operations,Maintenance,Medium,Escalated,2026-01-31,27.0,AGT_017,5.0,2026-02-27,7,0
TKT_00506,Operations,Access,Medium,Resolved,2025-05-16,19.0,AGT_003,3.0,2025-06-04,7,0
TKT_00507,IT,Maintenance,Critical,Resolved,2025-03-31,25.0,AGT_015,,2025-04-25,1,0
TKT_00508,IT,Network,Critical,Open,2025-09-23,9.0,AGT_004,5.0,2025-10-02,1,0
TKT_00509,Facilities,Payroll,Critical,Open,2024-11-24,25.0,AGT_022,,2024-12-19,1,0
TKT_00510,IT,Software,Critical,Resolved,2025-12-18,16.0,AGT_048,3.0,2026-01-03,1,0
TKT_00511,IT,Network,Critical,Resolved,2025-07-17,15.0,AGT_043,2.0,2025-08-01,1,0
TKT_00512,Finance,Maintenance,Critical,Open,2026-02-02,6.0,AGT_031,3.0,2026-02-08,1,0
TKT_00513,HR,Hardware,High,Open,2026-03-30,14.0,AGT_037,1.0,2026-04-13,3,0
TKT_00514,Operations,Payroll,High,Resolved,2025-04-09,16.0,AGT_011,2.0,2025-04-25,3,0
TKT_00515,Finance,Onboarding,High,Resolved,2025-11-18,16.0,AGT_022,2.0,2025-12-04,3,0
TKT_00516,Finance,Hardware,High,Resolved,2026-02-19,11.0,AGT_046,1.0,2026-03-02,3,0
TKT_00517,IT,Payroll,High,Escalated,2024-08-28,4.0,AGT_041,,2024-09-01,3,0
TKT_00518,Finance,Network,Critical,Resolved,2025-08-22,11.0,AGT_006,3.0,2025-09-02,1,0
TKT_00519,Facilities,Maintenance,High,Open,2026-02-02,16.0,AGT_032,5.0,2026-02-18,3,0
TKT_00520,Finance,Software,Low,Escalated,2025-04-17,13.0,AGT_015,2.0,2025-04-30,14,1
TKT_00521,Facilities,Access,Medium,Resolved,2024-12-20,18.0,AGT_015,2.0,2025-01-07,7,0
TKT_00522,HR,Maintenance,High,Resolved,2025-06-02,,AGT_016,1.0,,3,0
TKT_00523,Operations,Payroll,Low,Resolved,2024-11-06,,AGT_023,3.0,,14,0
TKT_00524,Operations,Maintenance,Low,Escalated,2026-03-11,4.0,AGT_034,1.0,2026-03-15,14,1
TKT_00525,Facilities,Network,Medium,Resolved,2025-03-23,13.0,AGT_008,3.0,2025-04-05,7,0
TKT_00526,IT,Software,Medium,Resolved,2026-05-28,27.0,AGT_015,,2026-06-24,7,0
TKT_00527,HR,Maintenance,Critical,Resolved,2026-05-16,22.0,AGT_027,1.0,2026-06-07,1,0
TKT_00528,Operations,Maintenance,Low,Open,2026-01-13,15.0,AGT_033,5.0,2026-01-28,14,0
TKT_00529,HR,Onboarding,High,Resolved,2025-04-11,7.0,AGT_011,,2025-04-18,3,0
TKT_00530,Finance,Onboarding,Critical,Resolved,2025-08-28,20.0,AGT_049,4.0,2025-09-17,1,0
